Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
buffScorchingPotionName,buffs,Buff,,,Scorching Potion,,,,,,炙熱のポーション,,,,,,炙热药水,炙熱藥水,
buffScorchingPotionDesc,buffs,Buff,,,"Due to the ""Scorching Potion"" your body emits extreme heat energy and all living creatures near you are burned.",,,,,,「炙熱のポーション」が原因で、あなたの体は極端な熱エネルギーを放出しており、あなたの近くにいるすべての生き物は燃やされます。,,,,,,由于炙热药水的关係，你的身体正在散發极度热能，凡是靠近你的生物都会被灼伤。,由於炙熱藥水的關係，你的身體正在散發極度熱能，凡是靠近你的生物都會被灼傷。,
buffScorchingPotionTooltip,buffs,Buff,,,"Due to the ""Scorching Potion"" your body emits extreme heat energy and all living creatures near you are burned.",,,,,,「炙熱のポーション」が原因で、あなたの体は極端な熱エネルギーを放出しており、あなたの近くにいるすべての生き物は燃やされます。,,,,,,由于炙热药水的关係，你的身体正在散發极度热能，凡是靠近你的生物都会被灼伤。,由於炙熱藥水的關係，你的身體正在散發極度熱能，凡是靠近你的生物都會被灼傷。,
drinkElectricAggregationPotion,items,Food,,,Electricity Union Potion,,,,,,電気聚合のポーション,,,,,,电气聚合药水,電氣聚合藥水,
drinkElectricAggregationPotionDesc,items,Food,,,"After drinking, the electric capacity is utilized and it withstands high-voltage electric shock during lightning strikes. The ""Lightning Aura"" skill is required to operate.",,,,,,飲んだ後は電気容量が活かされ、落雷時の高電圧感電に耐えます。\n動作するには「雷電オーラ」スキルが必要です。,,,,,,喝下此药水后会启發容电性，进行雷电光环运作时可抵抗高压的电击。\n此药水必须搭配雷电光环技能才可运作。,喝下此藥水後會啟發容電性，進行雷電光環運作時可抵抗高壓的電擊。\n此藥水必須搭配雷電光環技能才可運作。,
buffElectricAggregationPotionName,buffs,Buff,,,Electricity Union Potion,,,,,,電気聚合のポーション,,,,,,电气聚合药水,電氣聚合藥水,
buffElectricAggregationPotionDesc,buffs,Buff,,,"Due to the ""Electricity Union Potion"", your body emits extreme electrical energy, and all creatures near you are electrically injured.",,,,,,「電気聚合のポーション」が原因で、あなたの体は極端な電気エネルギーを放出しており、あなたの近くにいるすべての生き物は電気的に負傷します。,,,,,,由于电气聚合药水的关係，你的身体正在散發极度电能，凡是靠近你的生物都会被电伤。,由於電氣聚合藥水的關係，你的身體正在散發極度電能，凡是靠近你的生物都會被電傷。,
buffElectricAggregationPotionTooltip,buffs,Buff,,,"Due to the ""Electricity Union Potion"", your body emits extreme electrical energy, and all creatures near you are electrically injured.",,,,,,「電気聚合のポーション」が原因で、あなたの体は極端な電気エネルギーを放出しており、あなたの近くにいるすべての生き物は電気的に負傷します。,,,,,,由于电气聚合药水的关係，你的身体正在散發极度电能，凡是靠近你的生物都会被电伤。,由於電氣聚合藥水的關係，你的身體正在散發極度電能，凡是靠近你的生物都會被電傷。,
buffAuraPotionSideEffectName,buffs,Buff,,,Aura Potion Side Effects,,,,,,オーラポーションの副作用,,,,,,光环药水的副作用,光環藥水的副作用,
buffAuraPotionSideEffectDesc,buffs,Buff,,,"At the end of the ""Aura Potion"" effect, the body exhibits a transient dehydration.",,,,,,オーラポーションの効果が終了すると、身体は過渡的な脱水状態を示します。,,,,,,当光环药水效果结束后，所产生的副作用，身体会呈现过渡脱水状态。,當光環藥水效果結束後，所產生的副作用，身體會呈現過渡脫水狀態。,
buffAuraPotionSideEffectTooltip,buffs,Buff,,,"You are extremely dehydrated due to the side effects of ""Aura Potion""!",,,,,,オーラポーションの副作用により、あなたは非常に脱水状態になっています！,,,,,,由于光环药水的副作用，你正在极度脱水状态！,由於光環藥水的副作用，你正在極度脫水狀態！,
drinkElementProtectionPotionSimple,items,Food,,,Elemental Protection Potion (simple),,,,,,元素保護ポーション(簡単な),,,,,,元素之护药水简易型,元素之護藥水簡易型,
drinkElementProtectionPotionSimpleDesc,items,Food,,,"After drinking, increase ""Elemental Protection"" level 1 for the duration.",,,,,,飲んだ後、その期間中「エレメンタルの保護」のレベルを上げます。,,,,,,喝下后，可在短暂时间内提升元素之护1级。,喝下後，可在短暫時間內提升元素之護1級。,
drinkElementProtectionPotionNormal,items,Food,,,Elemental Protection Potion (general),,,,,,元素保護ポーション(一般),,,,,,元素之护药水普通型,元素之護藥水普通型,
drinkElementProtectionPotionNormalDesc,items,Food,,,"After drinking, increase ""Elemental Protection"" level 2 for the duration.",,,,,,飲んだ後、その期間中「エレメンタルの保護」レベル2を上げます。,,,,,,喝下后，可在短暂时间内提升元素之护2级。,喝下後，可在短暫時間內提升元素之護2級。,
drinkElementProtectionPotionEnhanced,items,Food,,,Elemental Protection Potion (strengthen),,,,,,元素保護ポーション(強化する),,,,,,元素之护药水强化型,元素之護藥水強化型,
drinkElementProtectionPotionEnhancedDesc,items,Food,,,"After drinking, increase ""Elemental Protection"" level 3 for the duration.",,,,,,飲んだ後、その期間中「エレメンタルの保護」レベル3を上げます。,,,,,,喝下后，可在短暂时间内提升元素之护3级。,喝下後，可在短暫時間內提升元素之護3級。,
drinkElementProtectionPotionDiverse,items,Food,,,Elemental Protection Potion (multiple),,,,,,元素保護ポーション(複数),,,,,,元素之护药水多重型,元素之護藥水多重型,
drinkElementProtectionPotionDiverseDesc,items,Food,,,"After drinking, increase ""Elemental Protection"" level 4 for the duration.",,,,,,飲んだ後、その期間中「エレメンタルの保護」レベル4を上げます。,,,,,,喝下后，可在短暂时间内提升元素之护4级。,喝下後，可在短暫時間內提升元素之護4級。,
drinkElementProtectionPotionExtreme,items,Food,,,Elemental Protection Potion (limited),,,,,,元素保護ポーション(限定),,,,,,元素之护药水极限型,元素之護藥水極限型,
drinkElementProtectionPotionExtremeDesc,items,Food,,,"After drinking, increase ""Elemental Protection"" level 5 for the duration.",,,,,,飲んだ後、その期間中「エレメンタルの保護」レベル5を上げます。,,,,,,喝下后，可在短暂时间内提升元素之护5级。,喝下後，可在短暫時間內提升元素之護5級。,
buffElementProtectionPotionSimpleName,buffs,Buff,,,Elemental Protection (simple),,,,,,エレメンタルの保護(簡単な),,,,,,元素之护药水简易型,元素之護簡易型,
buffElementProtectionPotionSimpleDesc,buffs,Buff,,,"You can temporarily obtain the ""Elemental Protection"" effect. ""Elemental Protection"" level +1.",,,,,,ポーションにより、一時的に「エレメンタルの保護」の効果が得られます。\nエレメンタルの保護レベル+1,,,,,,由于药水的关係，暂时性得到元素之护的效果\n元素之护等级+1,由於藥水的關係，暫時性得到元素之護的效果\n元素之護等級+1,
buffElementProtectionPotionSimpleTooltip,buffs,Buff,,,"The effect of ""Elemental Protection"" has come out.",,,,,,「エレメンタルの保護」の効果が出ています。,,,,,,元素之护+1的效果正在你身上流窜着。,元素之護+1的效果正在你身上流竄著。,
buffElementProtectionPotionNormalName,buffs,Buff,,,Elemental Protection (general),,,,,,エレメンタルの保護(一般),,,,,,元素之护药水普通型,元素之護普通型,
buffElementProtectionPotionNormalDesc,buffs,Buff,,,"You can temporarily obtain the ""Elemental Protection"" effect. ""Elemental Protection"" level +2.",,,,,,ポーションにより、一時的に「エレメンタルの保護」の効果が得られます。\nエレメンタルの保護レベル+2,,,,,,由于药水的关係，暂时性得到元素之护的效果\n元素之护等级+2,由於藥水的關係，暫時性得到元素之護的效果\n元素之護等級+2,
buffElementProtectionPotionNormalTooltip,buffs,Buff,,,"The effect of ""Elemental Protection"" has come out.",,,,,,「エレメンタルの保護」の効果が出ています。,,,,,,元素之护+2的效果正在你身上流窜着。,元素之護+2的效果正在你身上流竄著。,
buffElementProtectionPotionEnhancedName,buffs,Buff,,,Elemental Protection (strengthen),,,,,,エレメンタルの保護(強化する),,,,,,元素之护药水强化型,元素之護強化型,
buffElementProtectionPotionEnhancedDesc,buffs,Buff,,,"You can temporarily obtain the ""Elemental Protection"" effect. ""Elemental Protection"" level +3.",,,,,,ポーションにより、一時的に「エレメンタルの保護」の効果が得られます。\nエレメンタルの保護レベル+3,,,,,,由于药水的关係，暂时性得到元素之护的效果\n元素之护等级+3,由於藥水的關係，暫時性得到元素之護的效果\n元素之護等級+3,
buffElementProtectionPotionEnhancedTooltip,buffs,Buff,,,"The effect of ""Elemental Protection"" has come out.",,,,,,「エレメンタルの保護」の効果が出ています。,,,,,,元素之护+3的效果正在你身上流窜着。,元素之護+3的效果正在你身上流竄著。,
buffElementProtectionPotionDiverseName,buffs,Buff,,,Elemental Protection (multiple),,,,,,エレメンタルの保護(複数),,,,,,元素之护药水多重型,元素之護多重型,
buffElementProtectionPotionDiverseDesc,buffs,Buff,,,"You can temporarily obtain the ""Elemental Protection"" effect. ""Elemental Protection"" level +4.",,,,,,ポーションにより、一時的に「エレメンタルの保護」の効果が得られます。\nエレメンタルの保護レベル+4,,,,,,由于药水的关係，暂时性得到元素之护的效果\n元素之护等级+4,由於藥水的關係，暫時性得到元素之護的效果\n元素之護等級+4,
buffElementProtectionPotionDiverseTooltip,buffs,Buff,,,"The effect of ""Elemental Protection"" has come out.",,,,,,「エレメンタルの保護」の効果が出ています。,,,,,,元素之护+4的效果正在你身上流窜着。,元素之護+4的效果正在你身上流竄著。,
buffElementProtectionPotionExtremeName,buffs,Buff,,,Elemental Protection (limited),,,,,,エレメンタルの保護(限定),,,,,,元素之护药水极限型,元素之護極限型,
buffElementProtectionPotionExtremeDesc,buffs,Buff,,,"You can temporarily obtain the ""Elemental Protection"" effect. ""Elemental Protection"" level +5.",,,,,,ポーションにより、一時的に「エレメンタルの保護」の効果が得られます。\nエレメンタルの保護レベル+5,,,,,,由于药水的关係，暂时性得到元素之护的效果\n元素之护等级+5,由於藥水的關係，暫時性得到元素之護的效果\n元素之護等級+5,
buffElementProtectionPotionExtremeTooltip,buffs,Buff,,,"The effect of ""Elemental Protection"" has come out.",,,,,,「エレメンタルの保護」の効果が出ています。,,,,,,元素之护+5的效果正在你身上流窜着。,元素之護+5的效果正在你身上流竄著。,
drinkEPerceptionPotion,items,Food,,,Perception Potion,,,,,,Perceptionのポーション,,,,,,感知药水,感知藥水,
drinkEPerceptionPotionDesc,items,Food,,,"After drinking, the Perception attribute is +1 level for the duration.",,,,,,飲んだ後、持続時間中、Perception属性は+1レベルです。,,,,,,喝下后，持续时间内提升感知属性1级,喝下後，持續時間內提升感知屬性1級,
drinkEStrengthPotion,items,Food,,,Strength Potion,,,,,,Strengthのポーション,,,,,,力量药水,力量藥水,
drinkEStrengthPotionDesc,items,Food,,,"After drinking, the Strength attribute is +1 level for the duration.",,,,,,飲んだ後、持続時間中、Strength属性は+1レベルです。,,,,,,喝下后，持续时间内提升力量属性1级,喝下後，持續時間內提升力量屬性1級,
drinkEFortitudePotion,items,Food,,,Fortitude Potion,,,,,,Fortitudeのポーション,,,,,,坚毅药水,堅毅藥水,
drinkEFortitudePotionDesc,items,Food,,,"After drinking, the Fortitude attribute is +1 level for the duration.",,,,,,飲んだ後、持続時間中、Fortitude属性は+1レベルです。,,,,,,喝下后，持续时间内提升坚毅属性1级,喝下後，持續時間內提升堅毅屬性1級,
drinkEAgilityPotion,items,Food,,,Agility Potion,,,,,,Agilityのポーション,,,,,,敏捷药水,敏捷藥水,
drinkEAgilityPotionDesc,items,Food,,,"After drinking, the Agility attribute is +1 level for the duration.",,,,,,飲んだ後、持続時間中、Agility属性は+1レベルです。,,,,,,喝下后，持续时间内提升敏捷属性1级,喝下後，持續時間內提升敏捷屬性1級,
drinkEIntellectPotion,items,Food,,,Intellect Potion,,,,,,Intellectのポーション,,,,,,智力药水,智力藥水,
drinkEIntellectPotionDesc,items,Food,,,"After drinking, the Intellect attribute is +1 level for the duration.",,,,,,飲んだ後、持続時間中、Intellect属性は+1レベルです。,,,,,,喝下后，持续时间内提升智力属性1级,喝下後，持續時間內提升智力屬性1級,
buffEPerceptionPotionName,buffs,Buff,,,Perception Potion,,,,,,Perceptionのポーション,,,,,,感知药水,感知藥水,
buffEPerceptionPotionDesc,buffs,Buff,,,"For the duration, the Perception attribute is +1 level.",,,,,,持続時間中、Perception属性は+1レベルです。,,,,,,时间效果内，感知提升1级。,時間效果內，感知提升1級。,
buffEPerceptionPotionTooltip,buffs,Buff,,,"Because of the potion, the Perception attribute is +1 level.",,,,,,ポーションのため、Perception属性は1レベル増加します。,,,,,,因为药水的关係，感知提升1级。,因為藥水的關係，感知提升1級。,
buffEStrengthPotionName,buffs,Buff,,,Strength Potion,,,,,,Strengthのポーション,,,,,,力量药水,力量藥水,
buffEStrengthPotionDesc,buffs,Buff,,,"For the duration, the Strength attribute is +1 level.",,,,,,持続時間中、Strength属性は+1レベルです。,,,,,,时间效果内，力量提升1级。,時間效果內，力量提升1級。,
buffEStrengthPotionTooltip,buffs,Buff,,,"Because of the potion, the Strength attribute is +1 level.",,,,,,ポーションのため、Strength属性は1レベル増加します。,,,,,,因为药水的关係，力量提升1级。,因為藥水的關係，力量提升1級。,
buffEFortitudePotionName,buffs,Buff,,,Fortitude Potion,,,,,,Fortitudeのポーション,,,,,,坚毅药水,堅毅藥水,
buffEFortitudePotionDesc,buffs,Buff,,,"For the duration, the Fortitude attribute is +1 level.",,,,,,持続時間中、Fortitude属性は+1レベルです。,,,,,,时间效果内，坚毅提升1级。,時間效果內，堅毅提升1級。,
buffEFortitudePotionTooltip,buffs,Buff,,,"Because of the potion, the Fortitude attribute is +1 level.",,,,,,ポーションのため、Fortitude属性は1レベル増加します。,,,,,,因为药水的关係，坚毅提升1级。,因為藥水的關係，堅毅提升1級。,
buffEAgilityPotionName,buffs,Buff,,,Agility Potion,,,,,,Agilityのポーション,,,,,,敏捷药水,敏捷藥水,
buffEAgilityPotionDesc,buffs,Buff,,,"For the duration, the Agility attribute is +1 level.",,,,,,持続時間中、Agility属性は+1レベルです。,,,,,,时间效果内，敏捷提升1级。,時間效果內，敏捷提升1級。,
buffEAgilityPotionTooltip,buffs,Buff,,,"Because of the potion, the Agility attribute is +1 level.",,,,,,ポーションのため、Agility属性は1レベル増加します。,,,,,,因为药水的关係，敏捷提升1级。,因為藥水的關係，敏捷提升1級。,
buffEIntellectPotionName,buffs,Buff,,,Intellect Potion,,,,,,Intellectのポーション,,,,,,智力药水,智力藥水,
buffEIntellectPotionDesc,buffs,Buff,,,"For the duration, the Intellect attribute is +1 level.",,,,,,持続時間中、Intellect属性は+1レベルです。,,,,,,时间效果内，智力提升1级。,時間效果內，智力提升1級。,
buffEIntellectPotionTooltip,buffs,Buff,,,"Because of the potion, the Intellect attribute is +1 level.",,,,,,ポーションのため、Intellect属性は1レベル増加します。,,,,,,因为药水的关係，智力提升1级。,因為藥水的關係，智力提升1級。,
drinkFleshShieldPotion,items,Food,,,Blood Guardian Potion,,,,,,血肉護盾のポーション,,,,,,血肉护盾药水,血肉護盾藥水,
drinkFleshShieldPotionDesc,items,Food,,,"Each time you kill your target after drinking, your physical defense will improve for a short time. It must be matched with the skills of ""Blood Shield"" to be effective.",,,,,,血に満たされた液体は、受け入れがたい味があり、いくつかの特別な成分で作られたポーションのようです。\n飲んだ後、ターゲットを殺すたびに、物理防御力が短期間改善されます。\n効果を上げるには、「血肉護盾」スキルと一致している必要があります。,,,,,,充满血色的液体，令人难以接受的味道，似乎是利用某些特殊原料製作而成的药水。\n喝下药水后，每击杀一个目标可得到短暂时间的物理防御提升效果。\n必须搭配血肉护盾的技能才有效果。,充滿血色的液體，令人難以接受的味道，似乎是利用某些特殊原料製作而成的藥水。\n喝下藥水後，每擊殺一個目標可得到短暫時間的物理防禦提升效果。\n必須搭配血肉護盾的技能才有效果。,
buffFleshShieldPotionName,buffs,Buff,,,Blood Guardian,,,,,,血肉護盾,,,,,,血肉护盾,血肉護盾,
buffFleshShieldPotionDesc,buffs,Buff,,,"During the protection period of ""Blood Guardian"", when the target is continuously killed, the shield duration can be accumulated.",,,,,,血肉護盾の防御期間中、継続的にターゲットを倒すと、シールド時間を蓄積できます。,,,,,,在血肉护盾保护期间，再度击杀目标时，可累积护盾持续时间。,在血肉護盾保護期間，再度擊殺目標時，可累積護盾持續時間。,
buffFleshShieldPotionTooltip,buffs,Buff,,,The potion allows you to add a physical defense shield when killing a target.,,,,,,ポーションがあるため、ターゲットを殺すときに物理防御シールドを追加できます。,,,,,,因为药水的关係，当你击杀目标后，可增加一道物理防御护盾。,因為藥水的關係，當你擊殺目標後，可增加一道物理防禦護盾。,
drinkJarEchoOfFear,items,Food,,,Echo of fear Potion,,,,,,恐怖のエコーのポーション,,,,,,恐惧回声药水,恐懼回聲藥水,
drinkJarEchoOfFearDesc,items,Food,,,"When it drinks it makes a terrifying noise, and when you hear it, the zombie faints immediately.\nRange 20 block.",,,,,,飲むと恐ろしい音がし、ゾンビは聞くとすぐに失神します。\n範囲20 block。,,,,,,喝下后，会發出令人恐惧的声音，殭尸听到后会马上腿软。\n范围20格。,喝下後，會發出令人恐懼的聲音，殭屍聽到後會馬上腿軟。\n範圍20格。,
buffEchoOfFearEffectName,buffs,Buff,,,Echo of fear,,,,,,恐怖のエコー,,,,,,恐惧回声,恐懼回聲,
buffEchoOfFearEffectDesc,buffs,Buff,,,The voice that discouraged the ghost.,,,,,,幽霊を落胆させた声,,,,,,令鬼闻风丧胆的叫声,令鬼聞風喪膽的叫聲,
buffEchoOfFearWarningLightName,buffs,Buff,,,Echo of fear,,,,,,恐怖のエコー,,,,,,恐惧回声,恐懼回聲,
buffEchoOfFearWarningLightDesc,buffs,Buff,,,Take a break after yelling.,,,,,,大声で叫んだ後、休憩してください。,,,,,,大声呼喊后需要休息一下。,大聲呼喊後需要休息一下。,
buffEchoOfFearWarningLightTooltip,buffs,Buff,,,Take a break after yelling.,,,,,,大声で叫んだ後、休憩してください。,,,,,,大声呼喊后需要休息一下。,大聲呼喊後需要休息一下。,

EntityLootContainerElementsFlame,entityclasses,Entity Info,,,Dropped Loot,,,,,,ドロップした戦利品(火),,,,,,掉落的战利品(燃烧),掉落的戰利品(燃燒),
EntityLootContainerElementsElectric,entityclasses,Entity Info,,,Dropped Loot,,,,,,ドロップした戦利品(電気),,,,,,掉落的战利品(电击),掉落的戰利品(電擊),
EntityLootContainerElementsPoison,entityclasses,Entity Info,,,Dropped Loot,,,,,,ドロップした戦利品(毒),,,,,,掉落的战利品(剧毒),掉落的戰利品(劇毒),
EntityLootContainerElementsNarcosis,entityclasses,Entity Info,,,Dropped Loot,,,,,,ドロップした戦利品(睡眠),,,,,,掉落的战利品(麻醉),掉落的戰利品(麻醉),
EntityLootContainerElementsDark,entityclasses,Entity Info,,,Dropped Loot,,,,,,ドロップした戦利品(闇),,,,,,掉落的战利品(黑暗),掉落的戰利品(黑暗),
EntityLootContainerElementsCold,entityclasses,Entity Info,,,Dropped Loot,,,,,,ドロップした戦利品(氷),,,,,,掉落的战利品(冰冻),掉落的戰利品(冰凍),
EntityLootContainerElementsCurseDecline,entityclasses,Entity Info,,,Dropped Loot,,,,,,ドロップした戦利品(咒),,,,,,掉落的战利品(咒降),掉落的戰利品(咒降),

zombieBloodyMary,entityclasses,Entity,,,Bloody Mary,,,,,,ブラッディマリー,,,,,,血腥玛丽,血腥瑪麗,
zombieFatCopElementFlameBoss,entityclasses,Entity,,,Flame type police boss,,,,,,炎の太った警察BOSS,,,,,,火焰的肥胖警察王,火焰的肥胖警察王,
zombieFatCopElementElectricBoss,entityclasses,Entity,,,Electric type police boss,,,,,,感電の太った警察BOSS,,,,,,电击的肥胖警察王,電擊的肥胖警察王,
zombieFatCopElementPoisonBoss,entityclasses,Entity,,,Poison type police boss,,,,,,毒性の高いの太った警察BOSS,,,,,,剧毒的肥胖警察王,劇毒的肥胖警察王,
zombieFatCopElementNarcosisBoss,entityclasses,Entity,,,Narcosis type police boss,,,,,,麻酔したの太った警察BOSS,,,,,,麻醉的肥胖警察王,麻醉的肥胖警察王,
zombieFatCopElementDarkBoss,entityclasses,Entity,,,Dark type police boss,,,,,,勾魂の太った警察BOSS,,,,,,勾魂的肥胖警察王,勾魂的肥胖警察王,
zombieFatCopElementColdBoss,entityclasses,Entity,,,Cold type police boss,,,,,,凍ったの太った警察BOSS,,,,,,冰冻的肥胖警察王,冰凍的肥胖警察王,
zombieFatCopElementCurseDeclineBoss,entityclasses,Entity,,,Curse type police boss,,,,,,呪われたの太った警察BOSS,,,,,,咒降的肥胖警察王,咒降的肥胖警察王,
zombieWightElementFlameBoss,entityclasses,Entity,,,Wight boss(flame),,,,,,炎のワイルドゴーストBOSS,,,,,,火焰的狂野幽灵王,火焰的狂野幽靈王,
zombieWightElementElectricBoss,entityclasses,Entity,,,Wight boss(electric),,,,,,感電のワイルドゴーストBOSS,,,,,,电击的狂野幽灵王,電擊的狂野幽靈王,
zombieWightElementPoisonBoss,entityclasses,Entity,,,Wight boss(poison),,,,,,毒性の高いのワイルドゴーストBOSS,,,,,,剧毒的狂野幽灵王,劇毒的狂野幽靈王,
zombieWightElementNarcosisBoss,entityclasses,Entity,,,Wight boss(narcosis),,,,,,麻酔したのワイルドゴーストBOSS,,,,,,麻醉的狂野幽灵王,麻醉的狂野幽靈王,
zombieWightElementDarkBoss,entityclasses,Entity,,,Wight boss(dark),,,,,,勾魂のワイルドゴーストBOSS,,,,,,勾魂的狂野幽灵王,勾魂的狂野幽靈王,
zombieWightElementColdBoss,entityclasses,Entity,,,Wight boss(cold),,,,,,凍ったのワイルドゴーストBOSS,,,,,,冰冻的狂野幽灵王,冰凍的狂野幽靈王,
zombieWightElementCurseDeclineBoss,entityclasses,Entity,,,Wight boss(curse),,,,,,呪われたのワイルドゴーストBOSS,,,,,,咒降的狂野幽灵王,咒降的狂野幽靈王,
zombieBurntElementFlameBoss,entityclasses,Entity,,,Burnt victim boss(flame),,,,,,炎の焦げた体BOSS,,,,,,火焰的焦尸王,火焰的焦屍王,
zombieBurntElementElectricBoss,entityclasses,Entity,,,Burnt victim boss(electric),,,,,,感電の焦げた体BOSS,,,,,,电击的焦尸王,電擊的焦屍王,
zombieBurntElementPoisonBoss,entityclasses,Entity,,,Burnt victim boss(poison),,,,,,毒性の高いの焦げた体BOSS,,,,,,勐毒的焦尸王,猛毒的焦屍王,
zombieBurntElementNarcosisBoss,entityclasses,Entity,,,Burnt victim boss(narcosis),,,,,,麻酔したの焦げた体BOSS,,,,,,麻醉的焦尸王,麻醉的焦屍王,
zombieBurntElementDarkBoss,entityclasses,Entity,,,Burnt victim boss(dark),,,,,,勾魂の焦げた体BOSS,,,,,,勾魂的焦尸王,勾魂的焦屍王,
zombieBurntElementColdBoss,entityclasses,Entity,,,Burnt victim boss(cold),,,,,,凍ったの焦げた体BOSS,,,,,,冰冻的焦尸王,冰凍的焦屍王,
zombieBurntElementCurseDeclineBoss,entityclasses,Entity,,,Burnt victim boss(curse),,,,,,呪われたの焦げた体BOSS,,,,,,咒降的焦尸王,咒降的焦屍王,
zombieDemolitionElementFlameBoss,entityclasses,Entity,,,Demolition boss(flame),,,,,,炎の解体作業員BOSS,,,,,,火焰的拆除工人王,火焰的拆除工人王,
zombieDemolitionElementElectricBoss,entityclasses,Entity,,,Demolition boss(electric),,,,,,感電の解体作業員BOSS,,,,,,电击的拆除工人王,電擊的拆除工人王,
zombieDemolitionElementPoisonBoss,entityclasses,Entity,,,Demolition boss(poison),,,,,,毒性の高いの解体作業員BOSS,,,,,,剧毒的拆除工人王,劇毒的拆除工人王,
zombieDemolitionElementNarcosisBoss,entityclasses,Entity,,,Demolition boss(narcosis),,,,,,麻酔したの解体作業員BOSS,,,,,,麻醉的拆除工人王,麻醉的拆除工人王,
zombieDemolitionElementDarkBoss,entityclasses,Entity,,,Demolition boss(dark),,,,,,勾魂の解体作業員BOSS,,,,,,勾魂的拆除工人王,勾魂的拆除工人王,
zombieDemolitionElementColdBoss,entityclasses,Entity,,,Demolition boss(cold),,,,,,凍ったの解体作業員BOSS,,,,,,冰冻的拆除工人王,冰凍的拆除工人王,
zombieDemolitionElementCurseDeclineBoss,entityclasses,Entity,,,Demolition boss(curse),,,,,,呪われたの解体作業員BOSS,,,,,,咒降的拆除工人王,咒降的拆除工人王,
animalWolfElementFlameBoss,entityclasses,Entity,,,Dire wolf boss(flame),,,,,,炎のスカウトウルフBOSS,,,,,,火焰的侦察级狼王,火焰的偵察級狼王,
animalWolfElementElectricBoss,entityclasses,Entity,,,Dire wolf boss(electric),,,,,,感電のスカウトウルフBOSS,,,,,,电击的侦察级狼王,電擊的偵察級狼王,
animalWolfElementPoisonBoss,entityclasses,Entity,,,Dire wolf boss(poison),,,,,,毒性の高いのスカウトウルフBOSS,,,,,,勐毒的侦察级狼王,猛毒的偵察級狼王,
animalWolfElementNarcosisBoss,entityclasses,Entity,,,Dire wolf boss(narcosis),,,,,,麻酔したのスカウトウルフBOSS,,,,,,麻醉的侦察级狼王,麻醉的偵察級狼王,
animalWolfElementDarkBoss,entityclasses,Entity,,,Dire wolf boss(dark),,,,,,勾魂のスカウトウルフBOSS,,,,,,勾魂的侦察级狼王,勾魂的偵察級狼王,
animalWolfElementColdBoss,entityclasses,Entity,,,Dire wolf boss(cold),,,,,,凍ったのスカウトウルフBOSS,,,,,,冰冻的侦察级狼王,冰凍的偵察級狼王,
animalWolfElementCurseDeclineBoss,entityclasses,Entity,,,Dire wolf boss(curse),,,,,,呪われたのスカウトウルフBOSS,,,,,,咒降的侦察级狼王,咒降的偵察級狼王,
zombieMaleHazmatElementDarkBoss,entityclasses,Entity,,,Hazmat boss(dark),,,,,,失神の危険な仕事中毒BOSS,,,,,,失神的危险工作狂,失神的危險工作狂,

zombieBoeElementFlame,entityclasses,Entity,,,Boe(flame),,,,,,炎の感染した生存者,,,,,,火焰的被感染倖存者,火焰的被感染倖存者,
zombieBoeElementFlameLeader,entityclasses,Entity,,,Leader Boe(flame),,,,,,炎のリーダーの感染した生存者,,,,,,火焰的领导型被感染倖存者,火焰的領導型被感染倖存者,
zombieFootballPlayerElementFlame,entityclasses,Entity,,,Footballplayer(flame),,,,,,炎のラグビー選手,,,,,,火焰的橄榄球运动员,火焰的橄欖球運動員,
zombieFootballPlayerElementFlameLeader,entityclasses,Entity,,,Leader Footballplayer(flame),,,,,,炎のリーダーのラグビー選手,,,,,,火焰的领导型橄榄球运动员,火焰的領導型橄欖球運動員,
zombieFemaleFatElementFlame,entityclasses,Entity,,,Fat Female(flame),,,,,,炎の肥満の女性,,,,,,火焰的肥胖女人,火焰的肥胖女人,
zombieFemaleFatElementFlameLeader,entityclasses,Entity,,,Leader Fat Female(flame),,,,,,炎のリーダーの肥満の女性,,,,,,火焰的领导型肥胖女人,火焰的領導型肥胖女人,
zombieJoeElementFlame,entityclasses,Entity,,,Joe(flame),,,,,,炎の腐ったゾンビ,,,,,,火焰的溃烂殭尸,火焰的潰爛殭屍,
zombieJoeElementFlameLeader,entityclasses,Entity,,,Leader Joe(flame),,,,,,炎のリーダーの腐ったゾンビ,,,,,,火焰的领导型溃烂殭尸,火焰的領導型潰爛殭屍,
zombieBikerElementFlame,entityclasses,Entity,,,Biker(flame),,,,,,炎のドラッグレース,,,,,,火焰的飙车族,火焰的飆車族,
zombieBikerElementFlameLeader,entityclasses,Entity,,,Leader Biker(flame),,,,,,炎のリーダーのドラッグレース,,,,,,火焰的领导型飙车族,火焰的領導型飆車族,
zombieBurntElementFlame,entityclasses,Entity,,,Burnt victim(flame),,,,,,炎の犠牲者を焼く,,,,,,火焰的烧伤罹难者,火焰的燒傷罹難者,
zombieBurntElementFlameLeader,entityclasses,Entity,,,Leader Burnt victim(flame),,,,,,炎のリーダーの犠牲者を焼く,,,,,,火焰的领导型烧伤罹难者,火焰的領導型燒傷罹難者,
zombieBusinessManElementFlame,entityclasses,Entity,,,Businessman(flame),,,,,,炎のビジネスマン,,,,,,火焰的商人,火焰的商人,
